Paper_name,Paper_link,Paper_type,volume,issue,pub_date,Paper_ID,1,2,3,4,5,6,7
Lowland upland migration of sauropod dinosaurs during the Late Jurassic epoch,/nature/journal/v480/n7378/full/nature10570.html,letter,480,7378,22 December 2011,10570.html,Earth sciences,Evolution,Palaeontology,,,,
Additive threats from pathogens climate and land-use change for global amphibian diversity,/nature/journal/v480/n7378/full/nature10650.html,letter,480,7378,22 December 2011,10650.html,Ecology,Environmental science,,,,,
The  Medicago u genome provides insight into the evolution of rhizobial symbioses,/nature/journal/v480/n7378/full/nature10625.html,letter,480,7378,22 December 2011,10625.html,Genomics,Plant sciences,Evolution,Genetics,,,
Natural polymorphisms in  C. elegans u HECW-1 E3 ligase affect pathogen avoidance behaviour,/nature/journal/v480/n7378/full/nature10643.html,letter,480,7378,22 December 2011,10643.html,Genetics,Genomics,Animal behaviour,Neuroscience,Evolution,,
Adherens junction protein nectin-4 is the epithelial receptor for measles virus,/nature/journal/v480/n7378/full/nature10639.html,letter,480,7378,22 December 2011,10639.html,Virology,Cell biology,Disease,Microbiology,,,
Basigin is a receptor essential for erythrocyte invasion by  Plasmodium falciparum,/nature/journal/v480/n7378/full/nature10606.html,letter,480,7378,22 December 2011,10606.html,Parasitology,Biochemistry,,,,,
Response to self antigen imprints regulatory memory in tissues,/nature/journal/v480/n7378/full/nature10664.html,letter,480,7378,22 December 2011,10664.html,Immunology,Medical research,Disease,,,,
Excitation-induced ataxin-3 aggregation in neurons from patients with Machado Joseph disease,/nature/journal/v480/n7378/full/nature10671.html,letter,480,7378,22 December 2011,10671.html,Cell biology,Developmental biology,Disease,,,,
Dopamine neurons derived from human ES cells efficiently engraft in animal models of Parkinsons disease,/nature/journal/v480/n7378/full/nature10648.html,letter,480,7378,22 December 2011,10648.html,Stem cells,Neuroscience,Developmental biology,Disease,,,
Cryptochromes mediate rhythmic repression of the glucocorticoid receptor,/nature/journal/v480/n7378/full/nature10700.html,letter,480,7378,22 December 2011,10700.html,Biochemistry,Physiology,,,,,
GlcNAcylation of histone H2B facilitates its monoubiquitination,/nature/journal/v480/n7378/full/nature10656.html,letter,480,7378,22 December 2011,10656.html,Biochemistry,Molecular biology,Cell biology,,,,
An equilibrium-dependent retroviral mRNA switch regulates translational recoding,/nature/journal/v480/n7378/full/nature10657.html,letter,480,7378,22 December 2011,10657.html,Cell biology,Molecular biology,Virology,Structural biology,,,
Structures of the multidrug exporter AcrB reveal a proximal multisite drug-binding pocket,/nature/journal/v480/n7378/full/nature10641.html,letter,480,7378,22 December 2011,10641.html,Structural biology,,,,,,
Intermediates in the transformation of phosphonates to phosphate by bacteria,/nature/journal/v480/n7378/full/nature10622.html,letter,480,7378,22 December 2011,10622.html,Biochemistry,Chemical biology,,,,,
DNA-binding factors shape the mouse methylome at distal regulatory regions,/nature/journal/v480/n7378/full/nature10716.html,article,480,7378,22 December 2011,10716.html,Genetics,Genomics,Cell biology,Stem cells,Computing science,,
Supernova SN 2011fe from an exploding carbon oxygen white dwarf star,/nature/journal/v480/n7377/full/nature10644.html,letter,480,7377,15 December 2011,10644.html,Astronomy,Astrophysics,Physics,,,,
Exclusion of a luminous red giant as a companion star to the progenitor of supernova SN 2011fe,/nature/journal/v480/n7377/full/nature10646.html,letter,480,7377,15 December 2011,10646.html,Astronomy,Astrophysics,,,,,
Microwave amplification with nanomechanical resonators,/nature/journal/v480/n7377/full/nature10628.html,letter,480,7377,15 December 2011,10628.html,Physics,Applied physics ,Engineering,Information technology,,,
Jamming by shear,/nature/journal/v480/n7377/full/nature10667.html,letter,480,7377,15 December 2011,10667.html,Physics,Materials science,,,,,
Messinian salinity crisis regulated by competing tectonics and erosion at the Gibraltar arc,/nature/journal/v480/n7377/full/nature10651.html,letter,480,7377,15 December 2011,10651.html,Earth sciences,Geology,Geophysics,Climate science,,,
Resolving the evolutionary relationships of molluscs with phylogenomic tools,/nature/journal/v480/n7377/full/nature10526.html,letter,480,7377,15 December 2011,10526.html,Evolution,Zoology,,,,,
Metagenomic analysis of a permafrost microbial community reveals a rapid response to thaw,/nature/journal/v480/n7377/full/nature10576.html,letter,480,7377,15 December 2011,10576.html,Genetics,Genomics,Ecology,Microbiology,Environmental science,,
Sustained axon regeneration induced by co-deletion of PTEN and SOCS3,/nature/journal/v480/n7377/full/nature10594.html,letter,480,7377,15 December 2011,10594.html,Neuroscience,Developmental biology,,,,,
Experimental infection of bats with  Geomyces destructans u causes white-nose syndrome,/nature/journal/v480/n7377/full/nature10590.html,letter,480,7377,15 December 2011,10590.html,Disease,Microbiology,Ecology,Zoology,,,
HIV-1 restriction factor SAMHD1 is a deoxynucleoside triphosphate triphosphohydrolase,/nature/journal/v480/n7377/full/nature10623.html,letter,480,7377,15 December 2011,10623.html,Structural biology,Virology,Disease,Medical research,,,
Regulatory evolution through divergence of a phosphoswitch in the transcription factor CEBPB,/nature/journal/v480/n7377/full/nature10595.html,letter,480,7377,15 December 2011,10595.html,Evolution,Genetics,Genomics,Molecular biology,Developmental biology,,
RAF inhibitor resistance is mediated by dimerization of aberrantly spliced BRAF(V600E),/nature/journal/v480/n7377/full/nature10662.html,letter,480,7377,15 December 2011,10662.html,Cancer,Chemical biology,Cell biology,Therapeutics,,,
Chromatin-associated RNA interference components contribute to transcriptional regulation in  Drosophila,/nature/journal/v480/n7377/full/nature10492.html,letter,480,7377,15 December 2011,10492.html,Molecular biology,,,,,,
Structure of full-length  Drosophila u cryptochrome,/nature/journal/v480/n7377/full/nature10618.html,letter,480,7377,15 December 2011,10618.html,Biophysics,Structural biology,Molecular biology,Biochemistry,,,
A disinhibitory microcircuit for associative fear learning in the auditory cortex,/nature/journal/v480/n7377/full/nature10674.html,article,480,7377,15 December 2011,10674.html,Neuroscience,Animal behaviour,Physiology,,,,
Structure of HIV-1 gp120 V1/V2 domain with broadly neutralizing antibody PG9,/nature/journal/v480/n7377/full/nature10696.html,article,480,7377,15 December 2011,10696.html,Virology,Structural biology,Immunology,,,,
Two ten-billion-solar-mass black holes at the centres of giant elliptical galaxies,/nature/journal/v480/n7376/full/nature10636.html,letter,480,7376,8 December 2011,10636.html,Astronomy,Astrophysics,Physics,,,,
Atomic homodyne detection of continuous-variable entangled twin-atom states,/nature/journal/v480/n7376/full/nature10654.html,letter,480,7376,8 December 2011,10654.html,Physics,,,,,,
Trifluoromethylation of arenes and heteroarenes by means of photoredox catalysis,/nature/journal/v480/n7376/full/nature10647.html,letter,480,7376,8 December 2011,10647.html,Chemistry,Drug discovery,,,,,
Combined obliquity and precession pacing of late Pleistocene deglaciations,/nature/journal/v480/n7376/full/nature10626.html,letter,480,7376,8 December 2011,10626.html,Earth sciences,Climate science,,,,,
Frictional ageing from interfacial bonding and the origins of rate and state friction,/nature/journal/v480/n7376/full/nature10589.html,letter,480,7376,8 December 2011,10589.html,Geology,Geophysics,Materials science,Earth sciences,Applied physics ,Engineering,
Acute vision in the giant Cambrian predator  Anomalocaris u and the origin of compound eyes,/nature/journal/v480/n7376/full/nature10689.html,letter,480,7376,8 December 2011,10689.html,Palaeontology,Evolution,,,,,
Ecology drives a global network of gene exchange connecting the human microbiome,/nature/journal/v480/n7376/full/nature10571.html,letter,480,7376,8 December 2011,10571.html,Microbiology,Evolution,Genetics,Genomics,Medical research,,
Spontaneous epigenetic variation in the  Arabidopsis thaliana u methylome,/nature/journal/v480/n7376/full/nature10555.html,letter,480,7376,8 December 2011,10555.html,Evolution,Genomics,Plant sciences,Genetics,,,
Predicting mutation outcome from early stochastic variation in genetic interaction partners,/nature/journal/v480/n7376/full/nature10665.html,letter,480,7376,8 December 2011,10665.html,Genetics,Developmental biology,Genomics,Evolution,,,
Mapping intact protein isoforms in discovery mode using top-down proteomics,/nature/journal/v480/n7376/full/nature10575.html,letter,480,7376,8 December 2011,10575.html,Technology,Cell biology,Chemical biology,Biochemistry,,,
The endonuclease activity of Mili fuels piRNA amplification that silences LINE1 elements,/nature/journal/v480/n7376/full/nature10547.html,letter,480,7376,8 December 2011,10547.html,Developmental biology,Molecular biology,,,,,
Miwi catalysis is required for piRNA amplification-independent LINE1 transposon silencing,/nature/journal/v480/n7376/full/nature10672.html,letter,480,7376,8 December 2011,10672.html,Biochemistry,Molecular biology,,,,,
Atomic-resolution dynamics on the surface of amyloid-\u03b2 protofibrils probed by solution NMR,/nature/journal/v480/n7376/full/nature10577.html,letter,480,7376,8 December 2011,10577.html,Biophysics,Structural biology,Chemical biology,,,,
Aspartate   u112 is the selectivity filter of the human voltage-gated proton channel,/nature/journal/v480/n7376/full/nature10557.html,letter,480,7376,8 December 2011,10557.html,Physiology,Biophysics,Structural biology,Molecular biology,,,
New gene functions in megakaryopoiesis and platelet formation,/nature/journal/v480/n7376/full/nature10659.html,article,480,7376,8 December 2011,10659.html,Genetics,Genomics,Disease,,,,
The circadian molecular clock creates epidermal stem cell heterogeneity,/nature/journal/v480/n7376/full/nature10649.html,article,480,7376,8 December 2011,10649.html,Stem cells,Cell biology,Cancer,,,,
The unusual gamma-ray burst GRB 101225A explained as a minor body falling onto a neutron star,/nature/journal/v480/n7375/full/nature10592.html,letter,480,7375,1 December 2011,10592.html,Astronomy ,Astrophysics,Planetary sciences,,,,
The unusual  γ u-ray burst GRB 101225A from a helium star/neutron star merger at redshift 0.33,/nature/journal/v480/n7375/full/nature10611.html,letter,480,7375,1 December 2011,10611.html,Astronomy,Astrophysics,,,,,
Observation of a pairing pseudogap in a two-dimensional Fermi gas,/nature/journal/v480/n7375/full/nature10627.html,letter,480,7375,1 December 2011,10627.html,Physics,,,,,,
The oxidation state of Hadean magmas and implications for early Earths atmosphere,/nature/journal/v480/n7375/full/nature10655.html,letter,480,7375,1 December 2011,10655.html,Earth science,Planetary sciences,Geology and geophysics,,,,
Subduction dynamics and the origin of Andean orogeny and the Bolivian orocline,/nature/journal/v480/n7375/full/nature10596.html,letter,480,7375,1 December 2011,10596.html,Earth science,Geology and geophysics,,,,,
Correlation between deep fluids tremor and creep along the central San Andreas fault,/nature/journal/v480/n7375/full/nature10609.html,letter,480,7375,1 December 2011,10609.html,Earth science,Geology and geophysics,,,,,
Energetics and the evolution of human brain size,/nature/journal/v480/n7375/full/nature10629.html,letter,480,7375,1 December 2011,10629.html,Archaeology and anthropology,Evolution,Zoology,,,,
A SUMOylation-defective MITF germline mutation predisposes to melanoma and renal carcinoma,/nature/journal/v480/n7375/full/nature10539.html,letter,480,7375,1 December 2011,10539.html,Cancer,Cell biology,Genetics and genomics,Epidemiology,,,
A novel recurrent mutation in  MITF u predisposes to familial and sporadic melanoma,/nature/journal/v480/n7375/full/nature10630.html,letter,480,7375,1 December 2011,10630.html,Cancer,Genetics and genomics,,,,,
Alternatively activated macrophages produce catecholamines to sustain adaptive thermogenesis,/nature/journal/v480/n7375/full/nature10653.html,letter,480,7375,1 December 2011,10653.html,Immunology,Physiology,,,,,
Lyn is a redox sensor that mediates leukocyte wound attraction  in vivo,/nature/journal/v480/n7375/full/nature10632.html,letter,480,7375,1 December 2011,10632.html,Cell biology,Immunology,Biochemistry,Disease,,,
Image-based genome-wide siRNA screen identifies selective autophagy factors,/nature/journal/v480/n7375/full/nature10546.html,letter,480,7375,1 December 2011,10546.html,Cell biology,Virology,,,,,
Nuclear PKM2 regulates \u03b2-catenin transactivation upon EGFR activation,/nature/journal/v480/n7375/full/nature10598.html,letter,480,7375,1 December 2011,10598.html,Cancer,Biochemistry,Cell biology,Molecular biology,,,
Control of  Drosophila u endocycles by E2F and CRL4 CDT2,/nature/journal/v480/n7375/full/nature10579.html,letter,480,7375,1 December 2011,10579.html,Cell biology,Molecular biology,Developmental biology,,,,
Cascades of multisite phosphorylation control Sic1 destruction at the onset of S phase,/nature/journal/v480/n7375/full/nature10560.html,letter,480,7375,1 December 2011,10560.html,Cell biology,,,,,,
Self-formation of functional adenohypophysis in three-dimensional culture,/nature/journal/v480/n7375/full/nature10637.html,article,480,7375,1 December 2011,10637.html,Developmental biology,Stem cells,,,,,
